Source ,Target
498,1305
499,1306
500,1306
501,1306
502,1306
503,1306
504,1306
505,1306
506,1306
507,1306
508,1306
509,1306
510,1306
511,1306
512,1306
513,1306
514,1306
515,1306
516,1306
517,1306
518,1306
519,1306
520,1306
521,1306
522,1306
523,1306
524,1306
525,1306
526,1306
527,1306
528,1306
529,1306
530,1306
531,1306
532,1307
533,1307
534,1307
535,1305
536,1308
537,1308
538,1308
539,1308
540,1308
541,1308
542,1308
543,1308
544,1308
545,1308
546,1308
547,1308
548,1308
549,1308
550,1308
551,1308
552,1308
553,1308
554,1309
555,1310
556,1310
557,1310
558,1310
559,1310
560,1311
561,1311
562,1312
563,1312
564,1312
565,1312
566,1312
567,1312
568,1312
569,1313
570,1314
571,1314
572,1314
573,1314
574,1314
575,1314
576,1314
577,1314
578,1314
579,1314
580,1314
581,1314
582,1314
583,1314
584,1314
585,1314
586,1314
587,1314
588,1314
589,1314
590,1314
591,1314
592,1314
593,1314
594,1314
595,1314
596,1315
597,1315
598,1315
599,1315
600,1315
601,1316
602,1316
603,1316
604,1316
605,1316
606,1316
607,1316
608,1316
609,1316
610,1316
611,1316
612,1316
613,1316
614,1316
615,1316
616,1317
617,1317
618,1317
619,1317
620,1317
621,1317
622,1318
623,1319
624,1320
625,1320
626,1320
627,1321
628,1321
629,1321
630,1321
631,1321
632,1321
633,1321
634,1322
635,1323
636,1323
637,1323
638,1324
639,1325
640,1325
641,1326
642,1326
643,1327
644,1327
645,1327
646,1327
647,1327
648,1327
649,1327
650,1327
651,1327
652,1327
653,1327
654,1327
655,1327
656,1327
657,1327
658,1327
659,1327
660,1327
661,1327
662,1327
663,1327
664,1328
665,1327
666,1327
667,1327
668,1327
669,1329
670,1329
671,1329
672,1329
673,1329
674,1329
675,1329
676,1329
677,1329
678,1329
679,1329
680,1329
681,1329
682,1329
683,1329
684,1329
685,1329
686,1329
687,1329
688,1329
689,1329
690,1329
691,1329
692,1329
693,1329
694,1329
695,1329
696,1329
697,1329
698,1329
699,1329
700,1329
701,1329
702,1329
703,1329
704,1329
705,1329
706,1329
707,1329
708,1329
709,1329
710,1329
711,1329
712,1329
713,1329
714,1329
715,1329
716,1329
717,1329
718,1329
719,1329
720,1329
721,1329
722,1329
723,1329
724,1329
725,1329
726,1329
727,1329
728,1329
729,1329
730,1329
731,1329
732,1329
733,1329
734,1329
735,1329
736,1329
737,1329
738,1329
739,1329
740,1329
741,1329
742,1329
743,1329
744,1329
745,1329
746,1329
747,1329
748,1329
749,1329
750,1329
751,1329
752,1329
753,1329
754,1329
755,1329
756,1329
757,1329
758,1329
759,1329
760,1329
761,1329
762,1329
763,1329
764,1329
765,1330
766,1331
767,1331
768,1331
769,1331
770,1331
771,1331
772,1331
773,1331
774,1331
775,1331
776,1332
777,1333
778,1334
779,1334
780,1334
781,1334
782,1334
783,1335
784,1336
785,1336
786,1336
787,1337
788,1337
789,1337
790,1337
791,1337
792,1337
793,1337
794,1338
795,1338
796,1338
797,1338
798,1338
799,1338
800,1338
801,1338
802,1338
803,1339
804,1340
805,1341
806,1341
807,1341
808,1341
809,1341
810,1341
811,1341
812,1341
813,1341
814,1341
815,1341
816,1341
817,1341
818,1341
819,1341
820,1341
821,1341
822,1341
823,1341
824,1341
825,1341
826,1341
827,1341
828,1341
829,1341
830,1341
831,1341
832,1341
833,1341
834,1341
835,1341
836,1342
837,1342
838,1342
839,1342
840,1342
841,1342
842,1342
843,1342
844,1342
845,1342
846,1342
847,1342
848,1342
849,1342
850,1342
851,1342
852,1342
853,1342
854,1342
855,1342
856,1342
857,1342
858,1342
859,1342
860,1342
861,1342
862,1342
863,1342
864,1342
865,1342
866,1343
867,1343
868,1343
869,1343
870,1343
871,1344
872,1344
873,1345
874,1345
875,1345
876,1345
877,1345
878,1345
879,1346
880,1347
881,1348
882,1348
883,1348
884,1348
885,1349
886,1349
887,1349
888,1349
889,1349
890,1349
891,1349
892,1349
893,1349
894,1349
895,1349
896,1349
897,1349
898,1350
899,1351
900,1352
901,1353
902,1353
903,1353
904,1354
905,1354
906,1355
907,1355
908,1356
909,1356
910,1356
911,1356
912,1356
913,1356
914,1356
915,1357
916,1357
917,1357
918,1357
919,1357
920,1357
921,1357
922,1357
923,1357
924,1357
925,1357
926,1357
927,1357
928,1357
929,1357
930,1357
931,1357
932,1357
933,1357
934,1357
935,1358
936,1358
937,1358
938,1358
939,1358
940,1359
941,1360
942,1361
943,1361
944,1361
945,1361
946,1361
947,1361
948,1362
949,1363
950,1364
951,1365
952,1365
953,1365
954,1366
955,1367
956,1367
957,1367
958,1367
959,1367
960,1367
961,1367
962,1367
963,1367
964,1367
965,1367
966,1367
967,1367
968,1367
969,1367
970,1367
971,1367
972,1368
973,1368
974,1368
975,1368
976,1369
977,1369
978,1370
979,1371
980,1371
981,1371
982,1371
983,1371
984,1371
985,1371
986,1371
987,1371
988,1372
989,1372
990,1372
991,1372
992,1372
993,1372
994,1372
995,1372
996,1372
997,1372
998,1372
999,1372
1000,1372
1001,1372
1002,1372
1003,1372
1004,1372
1005,1372
1006,1373
1007,1374
1008,1375
1009,1376
1010,1377
1011,1377
1012,1377
1013,1377
1014,1377
1015,1377
1016,1377
1017,1377
1018,1377
1019,1377
1020,1377
1021,1377
1022,1377
1023,1377
1024,1377
1025,1377
1026,1377
1027,1377
1028,1377
1029,1377
1030,1377
1031,1377
1032,1377
1033,1377
1034,1377
1035,1377
1036,1377
1037,1377
1038,1377
1039,1377
1040,1377
1041,1377
1042,1377
1043,1377
1044,1377
1045,1377
1046,1377
1047,1377
1048,1377
1049,1377
1050,1377
1051,1377
1052,1377
1053,1377
1054,1377
1055,1377
1056,1377
1057,1377
1058,1377
1059,1377
1060,1377
1061,1377
1062,1377
1063,1377
1064,1377
1065,1377
1066,1377
1067,1377
1068,1377
1069,1377
1070,1377
1071,1377
1072,1377
1073,1377
1074,1378
1075,1321
1076,1361
1077,1379
1078,1379
1079,1379
1080,1379
1081,1380
1082,1381
1083,1382
1084,1382
1085,1383
1086,1384
1087,1385
1088,1386
1089,1386
1090,1386
1091,1386
1092,1387
1093,1387
1094,1387
1095,1387
1096,1387
1097,1387
1098,1388
1099,1389
1100,1389
1101,1390
1102,1391
1103,1392
1104,1393
1105,1394
1106,1395
1107,1396
1108,1397
1109,1398
1110,1399
1111,1398
1112,1398
1113,1398
1114,1398
1115,1398
1116,1398
1117,1398
1118,1398
1119,1398
1120,1398
1121,1398
1122,1398
1123,1398
1124,1398
1125,1398
1126,1398
1127,1398
1128,1398
1129,1398
1130,1398
1131,1398
1132,1398
1133,1398
1134,1398
1135,1398
1136,1398
1137,1398
1138,1398
1139,1398
1140,1398
1141,1398
1142,1398
1143,1400
